SampleID	Site	Keep	Original_Sample_Name	Owner	Sample_date_Month_Year	Description	Detailed_Description	Country_class	LandUse	Original_Region	Island	Region	SoilOrder	Soil_Subgroup	Lat	Long	Rainfall	Rainfall_unit	pH	pH_details	Resin_P	Resin_P_Units	Olsen_P	Olsen_P_Units	K	K_Units	Ca	Ca_Units	Mg	Mg_Units	Na	Na_Units	CEC	CEC_Units	Total_Base_Saturation	TBS_Units	Sulfate	Sulfate_Unit	Soil_water_content	Soil_water_content_Units	NO3_N	NO3_unit	NO4_N 	NO4_unit	Total_nitrogen 	Total_nitrogen_Unit	Total_carbon 	Total_carbon_unit	Olsen_P	Olsen_P_Unit	DEA 	DEA_Units	DR 	DR_Units	N2O 	N2O_Units	N2 	N2_Unit	N2O_slash_N2OplusN2	Soluble_C 	Soluble_C_Unit	MBC 	MBC_Unit	N2O_N20_N2_50	N2O_NO_N20_N2_50	Max_N2O_N2O_N2	Max_N2O_NO_N2O_N2	Max_N2O	Max_NO	16S_quantity	NozI 	NirS	NifH	NirK	NosZII	NozI_percent	NirS_percent	NirK_percent	NosZII_percent	NifH_percent	NehaCode	NirK_Phylotype_Number	NirS_Phylotype_Number	NirK_Plus_NirS	NosZ_Phylotype_Number	diversity_nirK_1	eveness_nirK_1	diversity_nirS_1	Evenness_nirS_1	diversity_nosZ_1	eveness_nosZ_1	rpoB_gene_copies 	rpoB_Gene_Copies_Unit	nirK_gene_copies 	nirK_Gene_Copies_Unit 	nirS_Gene_Copies 	nirS_Gene_Copies_Unit	nirS_Plus_K_gene_copies	nirS_Plus_K_gene_copies_Unit	Nosz_Gene_Copies 	Nosz_Gene_Copies_Unit	Anion_Storage_Capacity	Anion_Storage_Capacity_Unit	Extractable_Organic_Sulphur	Extractable_Organic_Sulphur_Unit	Anaerobically_Mineralisable_N	Anaerobically_Mineralisable_N_Unit	AMN_Over_TN	AMN_Over_TN_Unit	Total_Sulphur	Total_Sulphur_unit
SS6.A	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.5	in water	31	mg/kg	17	mg/L	0.36	me/100g	8.7	me/100g	1.08	me/100g	0.11	me/100g	20	me/100g	52	%	2	mg/kg																																																																									
SS6.B	SS	Yes	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.8	in water	78	mg/kg	34	mg/L	0.49	me/100g	12.9	me/100g	1.33	me/100g	0.12	me/100g	22	me/100g	68	%	38	mg/kg																																																																									
SS6.C	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		6.2	in water	77	mg/kg	27	mg/L	0.47	me/100g	13.3	me/100g	1.44	me/100g	0.14	me/100g	21	me/100g	72	%	18	mg/kg																																																																									
SS7.A	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.5	in water	31	mg/kg	17	mg/L	0.36	me/100g	8.7	me/100g	1.08	me/100g	0.11	me/100g	20	me/100g	52	%	2	mg/kg																																																																									
SS7.B	SS	Yes	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.8	in water	78	mg/kg	34	mg/L	0.49	me/100g	12.9	me/100g	1.33	me/100g	0.12	me/100g	22	me/100g	68	%	38	mg/kg																																																																									
SS7.C	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		6.2	in water	77	mg/kg	27	mg/L	0.47	me/100g	13.3	me/100g	1.44	me/100g	0.14	me/100g	21	me/100g	72	%	18	mg/kg																																																																									
SS8.A	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.5	in water	31	mg/kg	17	mg/L	0.36	me/100g	8.7	me/100g	1.08	me/100g	0.11	me/100g	20	me/100g	52	%	2	mg/kg																																																																									
SS8.B	SS	Yes	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.6	in water	47	mg/kg	23	mg/L	0.39	me/100g	8.6	me/100g	1.18	me/100g	0.1	me/100g	21	me/100g	49	%	3	mg/kg																																																																									
SS8.C	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.7	in water	40	mg/kg	17	mg/L	0.45	me/100g	8.8	me/100g	1.34	me/100g	0.13	me/100g	20	me/100g	54	%	2	mg/kg																																																																									
SS9.A	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.5	in water	31	mg/kg	17	mg/L	0.36	me/100g	8.7	me/100g	1.08	me/100g	0.11	me/100g	20	me/100g	52	%	2	mg/kg																																																																									
SS9.B	SS	Yes	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.6	in water	41	mg/kg	18	mg/L	0.38	me/100g	8.6	me/100g	1.15	me/100g	0.12	me/100g	19	me/100g	54	%	6	mg/kg																																																																									
SS9.C	SS	No	Stu Stevenson	Rachel	Nov-14			High Country	High Country	Otago	South Island	Otago	Pallic	Mottled Laminar Pallic	-45.454444	170.305	2.73788396		5.7	in water	36	mg/kg	16	mg/L	0.48	me/100g	8.3	me/100g	1.22	me/100g	0.15	me/100g	19	me/100g	52	%	6	mg/kg																																																																									
Tar1.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar1.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6	in water	47	mg/kg	19	mg/L	0.63	me/100g	10.4	me/100g	1.92	me/100g	0.16	me/100g	21	me/100g	63	%	6	mg/kg																																																																									
Tar1.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	37	mg/kg	15	mg/L	0.47	me/100g	10.4	me/100g	1.79	me/100g	0.16	me/100g	20	me/100g	65	%	4	mg/kg																																																																									
Tar10.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar10.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6	in water	47	mg/kg	19	mg/L	0.63	me/100g	10.4	me/100g	1.92	me/100g	0.16	me/100g	21	me/100g	63	%	6	mg/kg																																																																									
Tar10.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	37	mg/kg	15	mg/L	0.47	me/100g	10.4	me/100g	1.79	me/100g	0.16	me/100g	20	me/100g	65	%	4	mg/kg																																																																									
Tar11.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar11.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.8	in water	39	mg/kg	14	mg/L	0.44	me/100g	9.6	me/100g	1.55	me/100g	0.18	me/100g	20	me/100g	59	%	9	mg/kg																																																																									
Tar11.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.1	in water	33	mg/kg	11	mg/L	0.44	me/100g	10.7	me/100g	1.76	me/100g	0.21	me/100g	20	me/100g	65	%	15	mg/kg																																																																									
Tar12.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar12.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.7	in water	48	mg/kg	20	mg/L	0.42	me/100g	9	me/100g	1.6	me/100g	0.16	me/100g	20	me/100g	56	%	21	mg/kg																																																																									
Tar12.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	49	mg/kg	18	mg/L	0.38	me/100g	11.3	me/100g	1.58	me/100g	0.19	me/100g	18	me/100g	73	%	36	mg/kg																																																																									
Tar2.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar2.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.7	in water	48	mg/kg	20	mg/L	0.42	me/100g	9	me/100g	1.6	me/100g	0.16	me/100g	20	me/100g	56	%	21	mg/kg																																																																									
Tar2.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	49	mg/kg	18	mg/L	0.38	me/100g	11.3	me/100g	1.58	me/100g	0.19	me/100g	18	me/100g	73	%	36	mg/kg																																																																									
Tar3.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar3.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.8	in water	39	mg/kg	14	mg/L	0.44	me/100g	9.6	me/100g	1.55	me/100g	0.18	me/100g	20	me/100g	59	%	9	mg/kg																																																																									
Tar3.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.1	in water	33	mg/kg	11	mg/L	0.44	me/100g	10.7	me/100g	1.76	me/100g	0.21	me/100g	20	me/100g	65	%	15	mg/kg																																																																									
Tar4.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar4.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	49	mg/kg	18	mg/L	0.38	me/100g	11.3	me/100g	1.58	me/100g	0.19	me/100g	18	me/100g	73	%	36	mg/kg																																																																									
Tar5.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar5.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	37	mg/kg	15	mg/L	0.47	me/100g	10.4	me/100g	1.79	me/100g	0.16	me/100g	20	me/100g	65	%	4	mg/kg																																																																									
Tar6.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar6.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.1	in water	33	mg/kg	11	mg/L	0.44	me/100g	10.7	me/100g	1.76	me/100g	0.21	me/100g	20	me/100g	65	%	15	mg/kg																																																																									
Tar7.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar7.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.8	in water	39	mg/kg	14	mg/L	0.44	me/100g	9.6	me/100g	1.55	me/100g	0.18	me/100g	20	me/100g	59	%	9	mg/kg																																																																									
Tar7.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.1	in water	33	mg/kg	11	mg/L	0.44	me/100g	10.7	me/100g	1.76	me/100g	0.21	me/100g	20	me/100g	65	%	15	mg/kg																																																																									
Tar8.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar8.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.7	in water	48	mg/kg	20	mg/L	0.42	me/100g	9	me/100g	1.6	me/100g	0.16	me/100g	20	me/100g	56	%	21	mg/kg																																																																									
Tar8.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	49	mg/kg	18	mg/L	0.38	me/100g	11.3	me/100g	1.58	me/100g	0.19	me/100g	18	me/100g	73	%	36	mg/kg																																																																									
Tar9.A	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		5.4	in water	35	mg/kg	15	mg/L	0.7	me/100g	8.3	me/100g	1.26	me/100g	0.13	me/100g	19	me/100g	55	%	5	mg/kg																																																																									
Tar9.B	Tar	Yes	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6	in water	47	mg/kg	19	mg/L	0.63	me/100g	10.4	me/100g	1.92	me/100g	0.16	me/100g	21	me/100g	63	%	6	mg/kg																																																																									
Tar9.C	Tar	No	Tararua	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Recent	Weathered Orthic Recent 	-43.409444	172.459722	1.81707989		6.2	in water	37	mg/kg	15	mg/L	0.47	me/100g	10.4	me/100g	1.79	me/100g	0.16	me/100g	20	me/100g	65	%	4	mg/kg																																																																									
TeK1		Yes	Te Kowhai-1	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy		North Island	Waikato	Podzol	Humose Orthic Podzol	-37.749319	175.174183	3.45534247		5.68	in water																			41.45		13.22	mg kg-1 soil	12.81	mg kg-1 soil	2.7	g kg-1 soil	27.5	g kg-1 soil	41.48	mg kg-1 soil	406.57	 N2O-N kg-1 soil hr-1	20.87	g N2O-N kg-1 soil hr-1	10.93	g N2O-N kg-1 soil hr-1	9.93	g N kg-1 soil hr-6	0.52	0.11	mg g-1soil	0.61	mg g-1soil																		TeK-TRF1	4	13	17	20	0.98	0.409	3.717	0.965	2.801	0.951	7.04E+08	g-1 soil	4.71E+07	g-1 soil	6.33E+08	g-1 soil	6.80E+08	g-1 soil	4.32E+07	g-1 soil										
TeK2		Yes	Te Kowhai-2	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy		North Island	Waikato	Podzol	Humose Orthic Podzol	-37.749319	175.174183	3.45534247		5.66	in water																			37.68		12.04	mg kg-1 soil	16.95	mg kg-1 soil	3.21	g kg-1 soil	29.07	g kg-1 soil	43.56	mg kg-1 soil	250.07	 N2O-N kg-1 soil hr-2	23.73	g N2O-N kg-1 soil hr-2	13.51	g N2O-N kg-1 soil hr-2	10.22	g N kg-1 soil hr-7	0.57	0.1	mg g-1soil	0.6	mg g-1soil																		TeK-TRF2	7	14	21	20	1.21	0.421	3.5	0.963	2.75	0.95	8.88E+08	g-1 soil	3.16E+08	g-1 soil	3.47E+08	g-1 soil	6.63E+08	g-1 soil	5.65E+07	g-1 soil										
TeK3		Yes	Te Kowhai-3	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy		North Island	Waikato	Podzol	Humose Orthic Podzol	-37.749319	175.174183	3.45534247		5.6	in water																			41.07		9.78	mg kg-1 soil	13.44	mg kg-1 soil	3.05	g kg-1 soil	28.22	g kg-1 soil	39.6	mg kg-1 soil	298.17	 N2O-N kg-1 soil hr-3	20.61	g N2O-N kg-1 soil hr-3	4.89	g N2O-N kg-1 soil hr-3	15.71	g N kg-1 soil hr-8	0.24	0.09	mg g-1soil	0.62	mg g-1soil																		TeK-TRF3	9	7	16	10	1.11	0.524	3.2	0.965	2.84	0.945	4.95E+08	g-1 soil	1.34E+08	g-1 soil	1.84E+08	g-1 soil	3.18E+08	g-1 soil	3.71E+07	g-1 soil										
TeK4		Yes	Te Kowhai-4	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy		North Island	Waikato	Podzol	Humose Orthic Podzol	-37.749319	175.174183	3.45534247		5.61	in water																			40.32		16.39	mg kg-1 soil	19.6	mg kg-1 soil	2.75	g kg-1 soil	27.27	g kg-1 soil	46.28	mg kg-1 soil	115.4	 N2O-N kg-1 soil hr-4	17.4	g N2O-N kg-1 soil hr-4	11.17	g N2O-N kg-1 soil hr-4	6.24	g N kg-1 soil hr-9	0.64	0.1	mg g-1soil	0.59	mg g-1soil																																																
TeK5		Yes	Te Kowhai-5	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy		North Island	Waikato	Podzol	Humose Orthic Podzol	-37.749319	175.174183	3.45534247		5.64	in water																			38.89		14.33	mg kg-1 soil	8.84	mg kg-1 soil	2.56	g kg-1 soil	23.74	g kg-1 soil	36.62	mg kg-1 soil	9.43	 N2O-N kg-1 soil hr-5	27.82	g N2O-N kg-1 soil hr-5	19.26	g N2O-N kg-1 soil hr-5	8.57	g N kg-1 soil hr-10	0.69	0.09	mg g-1soil	0.44	mg g-1soil																																																
TeK6		Yes	Te Kowhai-6	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy		North Island	Waikato	Podzol	Humose Orthic Podzol	-37.749319	175.174183	3.45534247		5.64	in water																			40.29		15.47	mg kg-1 soil	8.54	mg kg-1 soil	2.17	g kg-1 soil	19.46	g kg-1 soil	31.1	mg kg-1 soil	2.46	 N2O-N kg-1 soil hr-6	20.24	g N2O-N kg-1 soil hr-6	0.8	g N2O-N kg-1 soil hr-6	19.44	g N kg-1 soil hr-11	0.04	0.09	mg g-1soil	0.43	mg g-1soil																																																
TM1		Yes	Tokomaru-1	Sergio	Sep-10	Dairy Farm No.IV Massey University	"Massey University, Palmerston north "		Dairy		North Island	Manawatu-Wanganui	Recent	Weathered Fluvial Recent	-40.38285	175.608614	2.59287671		5.93	in water																			36		6.38	mg kg-1 soil	3.19	mg kg-1 soil	2.46	g kg-1 soil	34.05	g kg-1 soil	60.27	mg kg-1 soil	612.49	 N2O-N kg-1 soil hr-7	27.96	g N2O-N kg-1 soil hr-7	4.66	g N2O-N kg-1 soil hr-7	23.31	g N kg-1 soil hr-12	0.17	0.06	mg g-1soil	0.65	mg g-1soil																		TM-TRF1	23	11	34	18	3.18	0.874	1.765	0.599	2.992	0.983	8.77E+08	g-1 soil	4.74E+08	g-1 soil	3.71E+08	g-1 soil	8.45E+08	g-1 soil	1.43E+07	g-1 soil										
TM2		Yes	Tokomaru-2	Sergio	Sep-10	Dairy Farm No.IV Massey University	"Massey University, Palmerston north "		Dairy		North Island	Manawatu-Wanganui	Recent	Weathered Fluvial Recent	-40.38285	175.608614	2.59287671		5.97	in water																			28.01		5.67	mg kg-1 soil	3.33	mg kg-1 soil	2.44	g kg-1 soil	30.03	g kg-1 soil	55.56	mg kg-1 soil	581.64	 N2O-N kg-1 soil hr-8	17.19	g N2O-N kg-1 soil hr-8	3.63	g N2O-N kg-1 soil hr-8	13.55	g N kg-1 soil hr-13	0.21	0.07	mg g-1soil	0.54	mg g-1soil																		TM-TRF2	24	12	36	21	3.24	0.875	1.74	0.598	3.02	0.978	1.06E+09	g-1 soil	4.68E+08	g-1 soil	1.26E+08	g-1 soil	5.94E+08	g-1 soil	1.82E+07	g-1 soil										
TM3		Yes	Tokomaru-3	Sergio	Sep-10	Dairy Farm No.IV Massey University	"Massey University, Palmerston north "		Dairy		North Island	Manawatu-Wanganui	Recent	Weathered Fluvial Recent	-40.38285	175.608614	2.59287671		5.68	in water																			47.81		5.86	mg kg-1 soil	3.68	mg kg-1 soil	2.85	g kg-1 soil	35.34	g kg-1 soil	76.64	mg kg-1 soil	156.62	 N2O-N kg-1 soil hr-9	19.26	g N2O-N kg-1 soil hr-9	5.07	g N2O-N kg-1 soil hr-9	14.19	g N kg-1 soil hr-14	0.26	0.07	mg g-1soil	0.58	mg g-1soil																		TM-TRF3	33	23	56	21	3.17	0.865	1.69	0.597	3.04	0.98	1.15E+09	g-1 soil	3.31E+08	g-1 soil	3.65E+08	g-1 soil	6.96E+08	g-1 soil	9.79E+06	g-1 soil										
TM4		Yes	Tokomaru-4	Sergio	Sep-10	Dairy Farm No.IV Massey University	"Massey University, Palmerston north "		Dairy		North Island	Manawatu-Wanganui	Recent	Weathered Fluvial Recent	-40.38285	175.608614	2.59287671		5.58	in water																			36.13		5.17	mg kg-1 soil	3.66	mg kg-1 soil	2.79	g kg-1 soil	36.96	g kg-1 soil	79.78	mg kg-1 soil	937.45	 N2O-N kg-1 soil hr-10	16.92	g N2O-N kg-1 soil hr-10	5.44	g N2O-N kg-1 soil hr-10	11.48	g N kg-1 soil hr-15	0.32	0.05	mg g-1soil	0.72	mg g-1soil																																																
TM5		Yes	Tokomaru-5	Sergio	Sep-10	Dairy Farm No.IV Massey University	"Massey University, Palmerston north "		Dairy		North Island	Manawatu-Wanganui	Recent	Weathered Fluvial Recent	-40.38285	175.608614	2.59287671		5.48	in water																			50.33		4.59	mg kg-1 soil	11.84	mg kg-1 soil	2.96	g kg-1 soil	40.1	g kg-1 soil	135.17	mg kg-1 soil	742.19	 N2O-N kg-1 soil hr-11	17.83	g N2O-N kg-1 soil hr-11	4.6	g N2O-N kg-1 soil hr-11	13.23	g N kg-1 soil hr-16	0.26	0.08	mg g-1soil	0.68	mg g-1soil																																																
TM6		Yes	Tokomaru-6	Sergio	Sep-10	Dairy Farm No.IV Massey University	"Massey University, Palmerston north "		Dairy		North Island	Manawatu-Wanganui	Recent	Weathered Fluvial Recent	-40.38285	175.608614	2.59287671		5.61	in water																			36.33		4.9	mg kg-1 soil	7.82	mg kg-1 soil	2.97	g kg-1 soil	41.03	g kg-1 soil	104.71	mg kg-1 soil	619.97	 N2O-N kg-1 soil hr-12	15.42	g N2O-N kg-1 soil hr-12	4.64	g N2O-N kg-1 soil hr-12	10.78	g N kg-1 soil hr-17	0.3	0.08	mg g-1soil	0.68	mg g-1soil																																																
Woo1.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo1.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	65	mg/kg	26	mg/L	0.27	me/100g	8.9	me/100g	1.04	me/100g	0.14	me/100g	19	me/100g	54	%	18	mg/kg																																																																									
Woo1.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	88	mg/kg	37	mg/L	0.19	me/100g	9.5	me/100g	1.15	me/100g	0.12	me/100g	19	me/100g	57	%	22	mg/kg																																																																									
Woo10.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo10.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	65	mg/kg	26	mg/L	0.27	me/100g	8.9	me/100g	1.04	me/100g	0.14	me/100g	19	me/100g	54	%	18	mg/kg																																																																									
Woo10.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	88	mg/kg	37	mg/L	0.19	me/100g	9.5	me/100g	1.15	me/100g	0.12	me/100g	19	me/100g	57	%	22	mg/kg																																																																									
